rainfall_1h,rainfall_3h,rainfall_6h,soil_moisture,slope,elevation,river_level,temperature,flood
20.31,85.65,114.01,30.82,3.89,50.78,3.66,27.2,1
9.06,40.21,48.22,54.68,4.56,63.0,2.62,28.72,0
0.0,32.22,36.69,23.38,12.45,117.03,1.44,29.97,0
0.77,26.06,38.46,26.57,2.5,25.39,2.27,37.12,0
3.0,64.36,91.96,36.61,4.52,44.13,3.35,40.91,1
32.71,41.05,49.55,39.25,0.98,75.21,3.94,27.09,1
34.28,64.67,132.64,28.66,9.64,141.71,5.42,24.27,1
30.83,35.39,55.95,33.25,2.6,129.76,1.78,27.51,1
6.47,14.89,64.85,36.6,4.78,124.2,1.98,26.21,0
0.97,27.74,41.39,35.57,5.11,110.38,2.45,34.18,0
2.78,35.54,42.07,33.12,9.17,44.09,2.68,27.37,0
15.49,37.12,37.26,21.5,4.83,23.49,2.25,23.81,0
7.86,9.53,27.71,28.46,6.39,33.06,0.2,32.53,0
8.44,15.38,28.44,34.36,9.58,96.07,2.54,27.91,0
0.0,3.74,16.93,28.23,3.61,17.8,2.63,24.18,0
4.89,18.9,24.33,28.15,9.31,241.32,0.57,30.71,0
1.03,4.69,29.62,42.58,6.7,15.37,4.52,16.89,0
0.0,8.73,34.36,37.84,29.09,26.01,4.03,26.39,0
1.55,10.05,49.51,26.95,6.3,60.77,3.43,33.99,0
7.86,46.69,70.33,33.53,12.34,41.49,2.68,27.8,0
12.95,22.35,65.46,39.08,7.26,35.71,2.63,34.85,0
0.0,63.92,177.72,43.46,9.45,35.58,5.74,25.8,1
5.25,15.95,55.32,33.88,5.3,75.01,3.85,32.29,0
4.54,28.49,59.51,38.28,12.59,148.74,2.82,22.85,0
7.34,26.44,57.98,24.68,10.68,28.33,2.3,26.82,0
0.0,16.87,33.45,37.83,10.36,50.12,3.55,22.01,0
0.0,30.7,43.55,39.42,4.36,35.78,4.52,15.36,0
20.84,35.75,56.07,15.68,9.2,16.62,0.3,23.84,0
0.44,9.17,22.2,32.88,2.89,22.51,1.17,24.73,0
2.5,29.49,45.67,45.87,8.66,29.71,0.6,24.23,0
3.09,8.83,21.02,28.36,10.96,90.01,1.37,34.58,0
1.11,12.27,33.35,18.65,8.58,20.08,2.67,39.98,0
9.97,40.61,60.58,40.17,5.82,132.52,3.43,27.45,0
9.0,22.66,45.88,27.53,7.67,114.2,3.65,29.63,0
4.21,26.54,58.24,39.29,10.56,37.34,3.61,25.05,0
1.36,20.87,32.13,36.18,1.9,136.82,2.53,27.92,0
3.66,12.94,28.5,18.94,20.53,28.63,1.54,28.54,0
5.93,20.04,27.21,31.42,1.83,64.61,3.28,27.29,0
0.77,6.22,47.51,23.67,4.67,69.24,3.09,26.52,0
10.86,45.42,143.4,36.43,10.96,343.02,6.22,31.85,1
16.66,28.16,59.25,41.25,8.61,74.92,4.41,19.57,1
24.31,60.82,102.04,42.22,1.53,52.91,3.22,27.53,1
22.95,35.99,46.65,9.52,2.71,69.0,2.79,33.34,1
3.06,26.71,102.48,47.24,7.86,62.78,3.96,25.04,0
6.36,11.9,61.5,24.25,5.74,136.47,5.09,25.0,0
4.08,36.64,40.28,31.55,2.46,32.38,3.06,27.01,0
4.05,17.62,40.73,27.77,20.12,206.37,4.3,30.76,0
3.62,13.57,41.02,40.2,17.87,18.88,1.05,24.99,0
5.4,10.24,38.05,35.72,9.71,140.46,2.71,25.42,0
19.49,108.96,118.68,46.31,17.09,199.46,3.72,29.36,1
8.17,12.06,23.99,33.95,10.19,14.71,2.94,23.45,0
0.0,62.62,74.0,35.82,0.87,139.14,3.24,26.38,0
15.96,65.19,103.77,49.33,5.37,52.64,3.7,19.61,1
7.21,10.82,37.34,33.55,6.09,50.11,4.56,33.79,0
10.11,24.82,53.62,42.11,3.09,70.58,1.55,33.78,0
7.96,21.54,35.81,43.68,8.63,54.08,3.16,32.75,0
8.43,23.54,34.83,40.39,17.9,19.85,3.71,32.51,0
8.92,28.37,31.62,30.65,6.56,83.56,0.98,26.48,0
0.0,36.97,44.06,46.36,6.33,61.2,3.7,27.6,1
9.96,14.58,21.04,22.05,8.95,114.0,0.69,26.19,0
0.95,14.63,122.37,44.02,4.53,84.97,5.15,32.71,1
2.07,12.12,15.36,32.24,4.34,63.35,2.19,35.85,0
5.33,14.36,46.27,29.91,7.91,74.14,2.83,20.37,0
27.9,43.58,85.73,46.71,8.89,41.65,3.49,30.87,1
0.0,12.49,16.39,27.88,15.32,406.91,3.12,39.7,0
5.06,24.77,65.51,20.58,8.44,24.48,2.56,26.94,0
3.46,5.13,29.11,18.14,4.48,55.09,2.17,33.39,0
15.72,49.71,65.54,43.72,10.37,111.28,1.79,31.05,0
3.28,20.41,111.48,34.17,7.22,87.34,4.62,27.18,0
7.32,18.89,22.28,29.0,12.97,22.04,3.09,33.41,0
0.0,3.44,34.13,26.31,16.78,24.14,2.17,33.45,0
18.49,38.68,91.96,44.07,14.28,31.33,5.46,27.36,0
0.0,14.75,38.39,30.74,10.91,20.44,0.56,28.55,0
9.8,25.45,105.29,33.93,5.6,38.19,5.85,26.97,0
7.38,24.95,38.59,17.79,11.35,141.75,2.41,34.49,0
8.83,34.07,56.71,41.62,5.34,72.65,1.49,34.16,0
0.0,19.64,97.66,38.75,25.1,289.98,5.51,24.89,0
3.15,49.79,216.35,46.72,6.81,31.21,9.23,26.81,1
14.95,40.12,103.94,43.64,4.43,22.1,4.39,38.71,1
31.73,50.98,84.56,41.47,23.9,47.01,3.63,31.62,1
4.49,20.71,24.1,25.6,7.44,24.65,0.2,28.74,0
13.52,19.73,34.87,29.69,2.75,68.83,3.04,32.44,0
6.47,9.34,21.25,37.77,9.66,145.96,4.34,28.66,0
4.88,5.36,71.18,36.92,10.79,57.19,2.6,21.08,0
2.47,26.56,64.54,21.9,11.83,29.17,0.75,31.58,0
5.37,20.34,42.2,32.22,4.96,39.53,4.03,15.73,0
12.26,37.98,72.26,45.34,8.97,33.97,3.19,33.76,0
13.38,57.74,84.37,26.52,2.42,163.29,1.94,25.46,0
0.0,13.74,43.0,38.31,13.14,72.28,3.72,28.53,0
1.98,5.71,57.26,33.39,3.51,160.3,3.49,21.58,0
0.0,31.77,39.22,17.8,9.87,20.51,2.87,28.29,0
5.78,18.45,43.25,40.0,6.74,414.69,3.23,34.83,0
2.94,11.61,16.15,20.37,1.48,143.05,0.82,29.18,0
8.48,16.48,46.55,32.35,3.09,137.25,2.89,34.05,0
9.21,33.1,88.3,41.84,4.56,60.08,3.17,32.03,0
0.0,23.59,57.82,35.09,2.21,128.02,3.11,24.02,0
5.31,42.99,58.85,27.53,2.63,21.74,5.75,20.08,0
19.86,24.92,49.67,43.59,13.9,78.28,2.01,20.32,1
1.99,6.95,14.43,19.37,3.17,66.98,0.63,21.3,0
1.84,19.67,54.11,30.23,5.1,34.63,3.28,33.75,0
16.64,36.2,42.45,39.31,10.63,53.07,1.94,22.1,0
14.04,47.98,70.68,35.05,5.13,40.32,3.34,27.56,0
0.0,35.79,53.34,30.11,19.07,16.7,3.64,22.99,0
12.62,29.86,64.11,32.15,15.77,21.84,4.9,26.27,0
0.73,38.28,62.91,18.04,14.15,14.65,2.46,36.53,0
1.79,16.25,39.99,39.84,9.34,81.73,4.02,31.71,0
0.0,14.63,16.99,16.48,19.26,178.01,3.55,32.96,0
0.0,12.31,39.52,30.84,9.26,183.14,2.62,25.31,0
6.28,10.99,35.77,9.71,18.25,39.49,0.96,30.02,0
0.0,2.65,23.13,29.22,11.81,45.07,1.47,28.68,0
6.64,24.19,52.72,21.38,5.19,26.53,2.67,22.51,0
6.36,38.59,47.95,16.83,3.53,61.5,3.78,26.1,0
4.17,12.48,41.14,22.27,3.17,148.57,2.84,25.46,0
2.23,37.57,66.19,20.08,26.52,143.32,1.36,25.61,0
1.26,44.27,51.97,31.39,2.11,51.61,5.14,22.15,0
0.0,11.14,41.89,31.45,5.17,129.69,2.24,29.46,0
24.48,26.39,79.07,35.89,2.16,30.35,3.68,26.22,0
3.86,16.11,43.51,25.15,16.08,34.64,3.06,28.53,0
3.64,9.09,16.52,34.49,18.63,91.53,1.93,25.16,0
0.14,32.54,72.99,33.68,3.37,37.84,3.61,26.81,1
22.14,40.41,47.63,42.12,7.34,9.74,3.14,23.17,1
1.54,3.41,14.82,6.9,7.06,134.97,2.24,23.05,0
7.52,29.86,37.68,32.26,9.28,63.3,2.4,27.11,0
9.46,43.51,65.69,36.56,13.25,118.39,3.21,31.59,0
6.28,22.71,101.84,33.28,14.31,17.29,3.74,33.91,0
0.0,10.1,27.36,38.45,3.6,91.84,2.98,31.69,0
12.05,33.08,47.0,31.18,18.05,105.48,3.8,27.46,0
1.49,51.63,167.18,51.85,3.05,124.81,6.46,33.53,1
13.9,52.17,72.08,38.93,5.53,30.37,4.34,29.57,0
4.82,8.86,20.63,43.85,1.43,21.52,1.63,12.0,0
10.15,28.23,35.92,26.03,4.11,60.97,3.69,23.91,0
20.79,26.49,49.06,33.29,2.4,44.1,1.29,28.82,0
11.56,21.46,41.62,41.27,11.0,230.92,3.01,22.11,1
10.44,50.86,115.45,41.19,2.48,21.74,4.64,29.29,1
12.65,30.66,51.64,41.79,5.87,66.48,4.32,23.37,0
0.6,6.86,8.46,25.22,2.93,109.6,1.86,26.95,0
14.52,26.57,40.22,33.57,10.62,108.37,2.57,22.38,0
3.35,30.92,38.3,28.63,12.38,19.42,2.57,25.79,0
3.56,12.9,28.67,25.73,8.98,27.03,2.74,24.32,0
6.01,24.84,43.52,30.99,3.53,84.89,2.85,36.86,0
2.79,12.84,25.7,20.74,6.68,34.88,0.55,32.3,0
0.0,11.02,23.09,20.59,3.16,133.38,1.3,30.4,0
5.38,48.8,59.81,32.22,10.61,256.41,4.21,20.68,0
3.59,21.1,46.48,31.75,6.57,39.81,3.38,24.36,0
3.36,27.41,48.38,37.43,5.83,31.19,2.73,27.9,0
4.58,21.83,40.97,27.12,14.67,148.26,2.73,29.14,0
3.41,6.63,85.4,50.99,5.84,130.06,1.68,27.01,0
23.29,28.42,58.18,22.56,0.72,38.9,3.52,33.31,1
21.6,64.86,99.55,32.22,8.84,31.04,5.09,27.48,1
5.66,45.6,71.88,38.93,8.06,24.34,4.52,38.26,0
5.38,22.15,28.67,40.2,3.03,427.19,4.16,30.29,0
0.0,7.29,9.39,19.04,1.61,170.89,3.77,26.03,0
1.76,4.22,17.29,40.37,11.24,64.72,1.11,24.82,0
12.51,80.96,102.74,47.33,6.75,59.04,6.5,22.38,0
2.65,7.46,34.06,33.98,17.63,81.92,2.86,24.03,0
17.32,25.21,35.46,34.03,3.1,34.39,2.17,32.77,0
16.29,25.52,76.22,40.29,10.37,11.88,5.71,23.35,0
1.66,8.8,17.4,22.57,13.18,32.81,4.66,27.58,0
6.29,21.86,42.98,26.58,7.04,37.52,4.2,29.94,0
25.02,87.85,118.81,38.69,9.2,47.79,4.82,22.11,1
0.0,13.63,42.01,26.67,15.13,44.97,2.32,24.4,0
2.77,22.78,132.92,51.34,10.07,76.21,4.94,25.9,1
0.0,25.42,62.19,45.13,3.38,30.82,4.69,20.39,0
0.34,30.67,57.38,24.15,9.87,100.69,2.52,29.83,0
31.9,48.68,104.1,32.73,2.51,16.3,5.51,32.87,1
2.77,9.28,54.61,45.02,9.2,58.52,3.7,33.51,0
0.0,25.66,31.99,28.62,18.82,65.21,2.25,25.03,0
0.0,50.01,70.37,41.25,8.19,187.02,3.9,29.83,1
0.0,8.79,51.16,28.59,12.44,117.93,3.47,33.44,0
6.63,27.53,61.39,51.02,12.88,20.09,3.7,23.23,0
9.3,35.73,54.22,33.74,14.87,35.73,4.0,31.28,0
14.72,25.49,86.75,45.19,1.24,91.57,4.99,34.84,1
11.79,41.94,132.96,53.66,7.96,23.37,6.57,31.66,0
0.0,37.5,52.49,17.95,12.52,156.51,2.75,29.06,0
8.74,29.65,142.88,31.85,0.48,15.74,4.41,31.39,1
4.26,33.55,80.11,31.9,6.14,185.98,5.94,24.01,0
16.97,30.63,59.86,34.16,9.12,122.18,1.97,32.5,0
13.29,17.83,68.74,35.24,3.8,54.4,4.18,22.3,0
35.61,41.88,50.7,41.42,1.73,95.58,3.31,41.94,1
0.1,57.04,103.84,32.19,13.36,52.54,4.14,14.52,0
0.0,37.8,65.91,25.43,13.12,40.12,4.52,31.89,0
2.06,7.9,64.49,26.22,7.11,89.94,3.51,34.34,0
4.55,9.78,54.85,43.08,6.25,54.06,2.7,15.14,0
1.12,27.23,99.51,47.02,23.41,63.64,3.09,26.18,0
0.27,91.51,101.41,28.87,22.22,29.42,5.07,26.82,1
8.04,25.3,67.23,41.64,2.31,9.9,2.76,29.12,0
2.05,9.55,24.58,23.24,3.26,45.04,2.79,40.29,0
0.94,32.43,72.81,23.4,9.45,54.49,2.88,32.58,0
0.0,41.99,74.43,35.81,2.98,27.67,3.0,34.28,0
0.0,26.14,44.41,30.41,4.38,269.02,3.43,27.13,0
22.25,45.53,61.68,41.1,11.68,61.45,2.88,30.36,1
21.64,27.35,33.81,28.75,5.49,59.27,3.07,43.0,1
13.73,45.67,97.36,50.09,5.2,82.98,4.68,40.18,1
10.49,37.0,72.77,47.21,7.54,86.71,4.57,36.6,1
1.59,13.42,36.5,25.1,2.12,99.29,1.08,25.58,0
10.98,15.0,48.41,30.39,18.67,69.35,1.99,29.39,0
0.0,10.91,94.88,48.31,7.44,92.74,5.03,29.82,0
6.08,22.26,44.22,31.73,6.53,257.67,2.0,35.39,0
0.6,28.5,48.14,41.11,4.5,122.19,3.52,35.74,0
11.04,42.85,59.7,43.28,5.95,171.14,3.7,32.73,0
26.58,41.4,83.05,22.98,19.07,30.39,3.96,30.69,1
0.0,13.75,26.75,33.58,7.1,19.94,2.17,30.15,0
1.82,37.92,61.34,37.95,13.72,138.32,2.89,31.37,1
5.92,27.45,42.44,35.22,19.04,132.69,4.33,25.87,0
0.0,26.26,63.14,37.75,19.18,46.79,1.47,29.71,0
0.0,11.94,40.38,33.95,5.02,73.52,1.49,30.23,0
25.88,61.44,104.64,57.55,7.05,20.73,5.82,22.37,1
8.09,17.37,22.87,31.9,17.68,92.34,1.87,17.72,0
1.33,63.91,79.86,33.35,10.71,50.13,4.01,27.94,1
5.04,10.07,36.05,26.87,5.69,140.48,1.56,28.35,0
2.08,19.24,61.25,32.22,1.63,45.07,0.3,36.3,0
6.17,10.74,35.53,41.78,3.97,38.4,1.53,24.73,0
2.28,27.13,52.57,23.66,13.09,55.16,3.55,33.47,0
4.45,43.38,97.47,53.97,11.36,38.09,3.41,23.52,0
12.16,38.53,55.25,35.41,8.01,99.1,3.56,33.83,0
11.31,22.68,58.1,14.8,4.9,68.42,2.65,23.45,0
24.56,29.13,72.87,48.28,5.4,71.06,3.11,19.0,1
8.82,20.07,32.39,37.28,0.73,43.84,3.33,31.82,0
5.54,32.48,53.4,30.18,4.43,173.86,1.63,28.64,1
27.97,34.28,74.18,38.54,7.4,69.09,3.34,25.5,1
3.72,6.62,27.78,37.62,6.67,69.32,4.09,27.18,0
13.91,27.36,62.1,45.39,33.05,47.02,3.47,25.4,0
7.58,12.31,33.38,28.98,8.15,88.42,3.12,28.62,0
5.16,25.91,100.53,53.18,11.4,68.93,4.49,26.86,0
14.3,29.15,61.79,33.21,9.69,45.32,2.99,20.8,0
2.33,15.36,28.57,40.3,8.16,33.48,3.51,29.59,0
14.59,82.72,111.72,28.55,8.82,32.48,1.32,25.44,1
1.18,24.41,42.35,45.5,26.39,121.72,2.13,24.67,0
0.0,0.64,28.81,13.85,0.9,60.76,2.12,32.43,0
13.34,74.97,130.41,38.73,4.34,82.31,5.71,27.16,1
20.63,37.66,56.54,43.25,4.46,130.63,1.93,28.56,1
2.87,14.81,36.04,31.65,5.41,17.22,3.66,33.33,0
14.03,33.64,37.51,37.38,1.83,130.58,2.42,32.3,0
9.15,14.43,44.35,21.39,7.66,27.61,2.49,22.1,0
32.68,47.07,66.92,28.13,1.82,409.96,5.47,30.86,1
8.85,43.64,88.5,36.53,16.14,29.75,4.69,28.86,0
19.91,32.5,42.46,17.77,11.18,58.03,2.45,20.04,0
1.67,11.71,51.74,43.47,8.56,50.71,3.69,25.38,0
0.0,8.16,45.58,31.67,7.53,25.08,2.03,26.15,0
16.36,47.27,76.81,27.04,1.4,414.52,3.59,22.55,0
0.0,21.11,94.66,39.6,2.12,41.47,6.16,26.12,0
13.19,74.93,176.6,53.17,3.98,14.03,8.68,21.35,1
0.0,55.07,112.33,47.37,3.42,53.58,2.7,32.99,0
7.77,21.13,23.95,27.73,12.83,33.97,2.53,23.07,0
33.22,58.94,72.62,29.7,5.58,78.01,1.98,31.1,1
12.1,23.61,32.13,28.19,11.77,30.64,1.06,28.68,1
3.74,13.71,25.0,47.9,4.33,157.65,3.73,32.22,0
9.41,18.78,78.65,40.65,2.66,155.77,4.38,31.56,0
1.84,10.3,98.32,31.99,7.09,67.67,2.75,28.32,0
44.69,79.67,138.04,56.11,12.82,555.74,6.26,36.2,1
0.86,10.71,45.47,53.28,1.89,26.01,3.83,30.81,0
4.5,16.27,25.35,33.81,8.76,21.58,1.54,19.79,0
10.94,31.77,56.05,33.43,2.6,63.08,5.0,22.04,0
8.61,27.97,74.7,23.63,2.23,60.78,3.47,15.75,1
9.83,27.71,127.56,44.55,6.14,75.32,4.74,30.66,1
1.95,41.48,106.63,30.96,8.38,118.28,7.45,25.05,0
3.47,13.09,31.33,32.66,5.66,113.17,3.18,27.41,0
15.61,24.03,44.31,13.3,11.49,52.85,1.97,35.39,0
14.83,15.08,37.95,36.25,14.19,18.16,2.56,18.28,0
8.86,35.09,79.6,21.82,2.43,31.18,2.77,26.94,0
22.32,47.88,59.72,35.34,5.19,12.55,2.23,26.01,1
16.24,53.13,79.11,51.69,14.2,188.75,4.62,27.14,1
14.37,27.61,63.03,26.67,28.57,17.77,3.7,18.16,0
0.0,15.14,58.47,28.39,4.6,66.34,5.0,32.72,0
8.73,42.62,71.4,39.72,2.04,65.67,2.85,25.54,1
6.89,18.03,42.87,26.95,22.38,52.27,3.94,30.74,0
25.03,41.81,87.76,49.77,8.63,82.78,2.85,43.0,1
3.06,42.07,77.11,34.84,5.71,25.24,3.69,22.56,0
0.0,24.96,78.71,46.32,11.63,19.44,4.4,17.79,0
20.9,33.73,52.05,37.63,12.73,139.16,3.33,26.68,1
8.44,41.77,144.96,48.65,17.58,25.47,5.55,38.43,0
1.13,16.67,75.52,38.37,4.53,76.32,2.73,30.05,0
1.76,35.66,93.75,43.2,1.51,49.72,3.05,28.24,1
11.42,32.49,52.85,30.03,4.54,82.36,1.94,32.63,0
11.1,21.83,33.33,40.9,9.0,59.77,2.26,27.76,0
19.77,25.55,32.94,18.71,5.75,80.33,2.47,27.23,0
3.81,33.51,172.38,67.06,4.68,80.38,5.92,24.7,1
1.57,33.48,98.57,29.23,9.6,30.83,4.05,31.93,0
7.63,50.53,68.87,45.3,3.82,90.51,2.58,24.92,1
5.28,32.17,43.5,49.45,3.87,124.5,3.81,31.81,0
2.44,16.66,58.74,49.96,1.16,47.19,3.97,19.58,0
23.03,43.48,66.59,17.22,10.73,75.69,3.68,34.32,0
42.48,60.09,107.08,42.55,6.75,36.27,4.63,32.88,1
16.42,30.22,47.48,32.84,10.49,102.11,4.55,31.3,0
3.72,8.8,41.05,46.13,10.21,60.48,1.99,25.42,0
9.01,14.91,62.35,22.68,4.03,57.85,3.42,24.35,0
6.93,37.39,140.96,47.23,25.21,11.3,5.23,33.05,1
14.3,22.34,59.69,26.07,2.86,78.75,2.71,21.09,1
12.06,25.25,40.1,33.34,2.38,98.18,4.28,27.56,1
3.36,6.4,7.18,21.25,2.23,174.53,1.98,26.51,0
0.31,3.66,28.45,31.09,5.74,18.99,1.13,25.93,0
7.45,15.66,47.96,29.36,6.61,12.79,1.13,31.06,1
2.32,31.95,74.13,23.84,13.21,108.09,3.09,30.19,0
0.0,30.92,127.4,54.24,4.12,178.89,4.78,23.41,0
1.16,20.69,55.79,15.84,6.43,83.68,2.29,21.58,0
0.0,9.26,78.62,38.93,8.94,24.77,3.18,29.99,0
4.24,50.28,98.94,38.0,26.5,20.57,2.98,30.92,0
45.13,58.12,79.2,43.63,16.71,41.59,3.82,27.58,1
3.13,52.23,84.37,58.01,4.28,229.26,6.0,32.91,1
3.01,25.9,97.86,24.08,8.67,53.26,3.92,25.96,0
4.53,39.59,45.09,26.58,17.19,181.32,2.04,35.0,0
24.91,60.12,91.33,37.62,4.71,16.5,3.72,40.33,1
44.4,46.52,54.18,26.87,3.32,122.5,3.15,29.54,1
31.53,37.26,50.6,39.42,6.64,41.87,4.55,36.62,1
16.29,28.47,103.8,41.32,6.85,144.52,3.12,26.01,0
0.36,8.54,19.45,21.47,4.74,91.1,0.52,31.41,0
16.68,40.67,45.73,23.13,12.58,49.72,3.88,24.35,1
0.0,25.52,55.05,15.26,4.55,147.5,3.8,30.8,0
0.0,11.2,53.22,39.09,5.12,129.36,2.3,25.14,0
6.28,16.4,120.47,38.54,2.26,76.01,5.56,26.18,0
5.24,38.44,62.15,51.81,10.65,70.63,3.86,28.58,0
3.91,14.19,59.97,45.78,14.79,34.33,3.15,21.48,0
2.61,40.37,52.18,30.72,18.81,26.9,2.94,15.68,0
9.65,29.6,74.44,35.71,16.76,40.25,4.12,29.97,0
6.32,26.34,52.83,25.55,19.31,23.62,5.6,30.55,0
13.66,20.3,55.09,32.25,12.61,69.87,4.07,34.68,0
15.05,43.29,94.44,35.93,7.19,123.53,4.78,26.86,1
8.36,13.95,58.36,33.58,5.85,29.18,3.92,34.8,0
1.39,29.58,38.82,38.48,7.93,69.48,1.33,31.44,0
1.36,26.8,33.91,47.94,12.44,44.71,3.24,34.41,0
2.83,28.73,78.25,31.36,19.43,54.02,2.73,22.75,0
8.3,33.68,56.25,19.53,9.31,53.5,0.55,18.23,0
12.79,45.9,78.74,34.71,18.22,94.16,5.03,22.51,0
1.64,25.04,59.43,35.02,20.92,11.92,2.22,24.84,0
22.25,24.48,85.46,43.31,22.86,85.99,1.97,23.51,1
3.76,25.31,49.29,42.62,5.12,27.44,2.45,28.84,0
36.51,44.06,80.19,24.71,17.81,38.88,1.63,36.66,1
5.92,9.95,39.59,33.83,11.82,20.18,4.92,23.14,1
15.31,21.74,34.02,47.34,7.18,46.66,4.6,29.58,0
0.0,9.38,37.6,34.08,7.01,216.81,2.27,19.8,0
0.93,27.37,40.74,21.35,2.95,29.13,2.55,26.77,0
3.07,16.21,52.47,19.34,12.07,20.32,2.51,29.76,0
0.0,32.66,68.22,34.14,5.95,91.73,3.43,30.99,0
3.61,12.26,23.46,42.67,8.1,86.13,1.71,27.86,0
2.41,15.94,17.44,26.68,0.95,108.13,1.8,27.79,0
20.04,29.09,57.03,27.13,4.97,103.09,1.24,27.59,0
10.86,12.27,45.3,21.54,14.9,84.58,1.67,26.53,0
16.57,33.62,52.57,51.6,3.91,87.31,4.91,22.73,0
36.78,119.98,196.49,37.55,13.36,29.73,8.69,18.64,1
13.28,17.48,50.79,29.41,6.88,21.6,2.76,24.75,0
0.08,28.45,43.85,21.64,22.82,32.03,2.92,29.56,0
3.43,36.71,47.14,30.99,4.28,18.29,2.83,32.58,0
7.45,25.22,36.71,29.82,7.85,34.72,0.53,26.85,0
22.96,27.72,39.38,38.94,11.39,33.91,2.28,28.79,1
0.0,66.78,73.46,23.28,15.09,277.89,2.29,28.21,1
10.81,35.89,83.92,38.18,2.54,130.07,3.83,28.07,0
0.0,49.02,104.64,26.37,17.03,42.67,3.77,24.21,0
1.56,4.34,74.32,21.17,11.98,245.82,1.3,26.07,0
0.0,9.8,15.41,24.47,14.56,40.06,1.36,36.46,0
0.87,5.17,74.3,40.85,3.11,30.71,1.24,27.45,0
14.09,49.97,73.43,43.2,4.6,254.25,3.43,24.33,0
2.6,5.38,42.16,36.3,9.8,243.46,2.24,20.73,0
0.51,15.23,58.62,33.94,5.58,134.21,2.01,26.84,0
0.05,13.44,40.13,34.17,13.55,90.57,2.73,30.91,0
0.0,1.88,74.16,32.93,13.81,112.03,2.42,26.26,0
13.03,39.89,138.45,38.76,14.87,65.01,4.49,15.84,1
5.56,28.75,84.39,30.52,6.26,172.21,1.27,33.25,0
8.49,17.76,72.32,34.4,6.27,292.0,4.94,27.67,0
0.0,48.96,114.72,36.22,3.29,167.8,5.19,27.9,0
5.59,7.99,33.5,45.29,3.07,141.07,2.46,29.55,0
0.0,1.1,13.42,21.3,1.31,17.89,2.18,16.22,0
19.89,38.38,40.05,13.86,18.49,115.54,4.29,28.07,1
10.79,17.23,49.88,39.23,15.47,35.52,3.08,38.81,1
4.42,19.68,39.28,37.82,2.89,20.09,0.49,24.77,0
0.0,39.75,53.68,34.35,6.81,47.73,5.14,31.69,0
0.0,3.99,7.42,26.31,6.0,28.29,0.82,21.72,0
0.0,36.21,43.2,29.62,8.73,102.57,2.05,30.58,0
4.02,8.38,77.61,34.72,3.08,207.93,4.02,30.04,0
8.87,19.87,80.23,36.06,29.54,37.69,2.29,33.12,0
8.28,50.38,137.51,47.2,3.31,69.66,6.49,23.01,1
27.1,54.41,59.33,32.21,15.06,18.27,3.05,37.66,1
4.91,11.86,30.49,12.97,3.33,120.22,1.99,34.37,0
21.18,42.54,58.94,24.54,6.7,194.03,2.86,28.65,1
3.09,13.32,55.51,35.32,15.04,38.9,3.48,22.94,0
10.31,21.88,36.62,20.72,8.17,69.44,3.83,30.21,1
3.72,17.21,30.0,21.57,0.65,32.5,0.86,23.96,0
7.95,32.28,45.79,38.43,7.1,35.68,2.71,24.26,0
5.01,22.51,49.09,17.33,21.88,71.37,1.45,13.14,0
1.1,14.93,48.1,22.81,4.6,33.53,2.27,16.68,0
8.31,22.53,44.41,37.12,15.86,77.49,2.92,26.34,0
11.12,30.66,48.38,25.38,6.48,83.1,2.22,30.77,0
13.45,30.24,98.0,39.4,2.48,43.92,5.56,35.52,0
7.03,16.85,25.94,5.0,4.91,199.76,2.98,28.08,0
0.0,20.01,36.99,39.19,1.86,83.33,0.9,31.88,0
8.84,31.8,68.37,44.13,7.58,108.4,3.47,37.96,1
0.0,20.47,47.54,32.05,9.88,667.72,2.17,26.74,0
6.6,39.17,87.68,28.51,14.64,153.57,3.15,25.98,0
7.9,16.96,27.3,42.89,6.5,254.6,3.38,38.04,0
0.0,8.66,10.46,46.76,12.53,37.63,1.0,33.03,0
5.42,50.01,71.81,51.24,14.28,16.47,4.09,18.51,1
0.0,7.26,65.66,42.92,8.36,21.55,3.35,25.33,0
0.0,12.67,66.67,36.69,3.77,103.83,3.97,34.13,0
0.0,1.35,39.45,27.65,6.39,52.56,4.01,30.07,0
4.42,8.81,24.84,40.65,0.75,84.62,4.08,31.17,0
3.99,15.06,36.1,29.3,22.64,18.02,3.16,19.22,0
1.95,12.49,47.57,5.57,12.1,97.01,3.69,35.61,0
10.63,23.72,55.15,33.66,6.53,25.62,1.46,23.44,0
3.59,56.18,108.25,40.4,6.25,34.87,3.68,23.57,1
8.98,11.08,13.11,20.92,2.75,78.74,1.84,28.43,0
13.32,29.16,56.89,41.38,2.95,35.05,1.54,28.17,0
46.87,61.18,108.76,36.15,8.05,58.72,3.48,23.69,1
4.55,63.42,82.2,39.85,18.91,27.85,4.15,31.66,0
19.92,50.25,65.64,13.29,7.86,104.98,4.28,27.49,1
7.33,17.66,31.83,20.58,16.95,152.52,2.81,35.74,0
7.89,51.68,94.53,37.17,14.68,82.11,3.52,30.51,1
4.65,14.18,35.56,12.17,4.5,140.83,2.78,23.54,0
6.5,38.82,132.46,37.39,11.01,5.29,3.82,22.49,0
3.65,52.52,74.25,43.28,2.14,75.55,4.17,31.96,0
16.68,34.22,123.1,40.65,16.98,60.82,5.09,22.0,1
0.89,6.43,83.62,50.94,27.43,69.17,1.32,26.13,0
